unique_id,subnational_wide,per_unit_impacts,emissions_reduction_impact,units,impact_time_frame,impact_page,intervention,mitigation_strategy_cat,sector,study_subject_type,study_subject_value,study_subject_units,impact_type,methodology,model,impact_components,subnational_context,subnational_name,subnational_country,subnational_page,gov_action_or_policy,policy_note,policy_page,units_available,synthesis_group,name,country,entity_type,iso,population,region,mitigation_stratcat_t2,mitigation_stratcat_t1,emissions_reduction_impact_orig,units_orig,year,impact_time_period_end,weight1,weight2,unit_conversion,er_impact_tco2,er_impact_tco2_annual,er_impact_tco2_annual_pc,short_strat,outlier,er_impact_std_w1,er_impact_std_w2
218967,Yes,No,15.9,MtCO2e/yr,1,7,S3.4 USPIRG LDV VMT reductions,Travel demand management,Transport,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),Unclear,Regional Government,California,USA,1,No,NA,NA,No,sg_1,California,United States of America,Region,USA,39536653,North America,Travel demand management,Transportation system management,      NA,NA,2015,2020,0.316666667,0.95,1000000,15900000,15900000,0.402158473,Travel demand manage...,0,0.127350183,0.382050549
218967,Yes,No,8.1,MtCO2e/yr,1,7,"S1.4 HDV efficiency standards, HHD diesel ~7mpg, MHD gasoline ~11mpg, MHD diesel ~14mpg by 2020",Transition to low emissions fuels,Transport,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),Unclear,Regional Government,California,USA,1,Yes,State policies listed in Table B1,State policies listed in Table B1,No,sg_1,California,United States of America,Region,USA,39536653,North America,Fuel switching and fuel efficiency,Clean vehicle transportation,      NA,NA,2015,2020,0.316666667,0.95,1000000,8100000,8100000,0.204873184,Fuel switching and f...,0,0.064876508,0.194629525
218967,Yes,No,0.4,MtCO2e/yr,1,7,"S2.1 Scoping Plan HDV efficiency, increasing efficiency 1.3%for all vehicle types by 2020, reduction of 0.5MtCO2e/year in 2020",Transition to low emissions fuels,Transport,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),Unclear,Regional Government,California,USA,1,No,NA,NA,No,sg_1,California,United States of America,Region,USA,39536653,North America,Fuel switching and fuel efficiency,Clean vehicle transportation,      NA,NA,2015,2020,0.316666667,0.95,1000000,400000,400000,0.010117194,Fuel switching and f...,0,0.003203778,0.009611335
218967,Yes,No,0,MtCO2e/yr,1,7,"S3.1 National Academies LDV efficiency, 54 MPG by 2050",Transition to low emissions fuels,Transport,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),Unclear,Regional Government,California,USA,1,No,NA,NA,No,sg_1,California,United States of America,Region,USA,39536653,North America,Fuel switching and fuel efficiency,Clean vehicle transportation,      NA,NA,2015,2020,0.316666667,0.95,1000000,0,0,0,Fuel switching and f...,0,0,0
218967,Yes,No,2.8,MtCO2e/yr,1,7,"S3.5 NPC LDV efficiency, Heavy heavy-duty diesel 9 mpg by 2020",Transition to low emissions fuels,Transport,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),Unclear,Regional Government,California,USA,1,No,NA,NA,No,sg_1,California,United States of America,Region,USA,39536653,North America,Fuel switching and fuel efficiency,Clean vehicle transportation,      NA,NA,2015,2020,0.316666667,0.95,1000000,2800000,2800000,0.07082036,Fuel switching and f...,0,0.022426447,0.067279342
218967,Yes,No,0,MtCO2e/yr,1,7,"S3.2 LDV/HDV automation, LDV: 5% savings in 2030, 25% in 2050, HDV: 2% savings in 2030+",Intelligent transportation system,Transport,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),Unclear,Regional Government,California,USA,1,No,NA,NA,No,sg_1,California,United States of America,Region,USA,39536653,North America,Intelligent transportation system,Transportation system management,      NA,NA,2015,2020,0.316666667,0.95,1000000,0,0,0,Intelligent transpor...,0,0,0
218967,Yes,No,0.9,MtCO2e/yr,1,7,"S3.6 Natural gas HDVs, 5% by 2020, H HD 45% and M HD 29% by 2050",Transition to low emissions fuels,Transport,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),Unclear,Regional Government,California,USA,1,No,NA,NA,No,sg_1,California,United States of America,Region,USA,39536653,North America,Fuel switching and fuel efficiency,Clean vehicle transportation,      NA,NA,2015,2020,0.316666667,0.95,1000000,900000,900000,0.022763687,Fuel switching and f...,0,0.007208501,0.021625503
218967,Yes,No,0,MtCO2e/yr,1,7,"S2.3 High-speed rail deployment, growing to ridership of 27 M/yr by 2030",Public transport,Transport,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),Unclear,Regional Government,California,USA,1,No,NA,NA,No,sg_1,California,United States of America,Region,USA,39536653,North America,Public transport,Alternative transportation modes,      NA,NA,2015,2020,0.316666667,0.95,1000000,0,0,0,Public transport,0,0,0
218967,Yes,No,0,MtCO2e/yr,1,7,"S3.7 Doubled high-speed rail deployment, Grow ridership to 54 M/yr by 2030",Public transport,Transport,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),Unclear,Regional Government,California,USA,1,No,NA,NA,No,sg_1,California,United States of America,Region,USA,39536653,North America,Public transport,Alternative transportation modes,      NA,NA,2015,2020,0.316666667,0.95,1000000,0,0,0,Public transport,0,0,0
218967,Yes,No,10.6,MtCO2e/yr,1,7,"S1.5 LCFS target, 10% reduction in GHG emissions by 2020 (22% biofuel gasoline, 5% biofuel diesel)",Transition to low emissions fuels,Transport,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),Unclear,Regional Government,California,USA,1,Yes,State policies listed in Table B1,State policies listed in Table B1,No,sg_1,California,United States of America,Region,USA,39536653,North America,Fuel switching and fuel efficiency,Clean vehicle transportation,      NA,NA,2015,2020,0.316666667,0.95,1000000,10600000,10600000,0.268105649,Fuel switching and f...,0,0.084900122,0.254700366
218967,Yes,No,5.8,MtCO2e/yr,1,7,"S2.4 Petroleum fuel displacement, 20% by 2020",Transition to low emissions fuels,Transport,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),Unclear,Regional Government,California,USA,1,No,NA,NA,No,sg_1,California,United States of America,Region,USA,39536653,North America,Fuel switching and fuel efficiency,Clean vehicle transportation,      NA,NA,2015,2020,0.316666667,0.95,1000000,5800000,5800000,0.146699317,Fuel switching and f...,0,0.046454784,0.139364351
218967,Yes,No,1.6,MtCO2e/yr,1,7,S2.5 In-state biofuels targets,Transition to low emissions fuels,Transport,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),Unclear,Regional Government,California,USA,1,No,NA,NA,No,sg_1,California,United States of America,Region,USA,39536653,North America,Fuel switching and fuel efficiency,Clean vehicle transportation,      NA,NA,2015,2020,0.316666667,0.95,1000000,1600000,1600000,0.040468777,Fuel switching and f...,0,0.012815113,0.038445338
218967,Yes,No,0.7,MtCO2e/yr,1,7,"S3.8 Clean petroleum, renewable fuels, 6% biofuel in gasoline & diesel by 2030, 3% in natural gas by 2035, 1% in jet fuel by 2015",Transition to low emissions fuels,Transport,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),Unclear,Regional Government,California,USA,1,No,NA,NA,No,sg_1,California,United States of America,Region,USA,39536653,North America,Fuel switching and fuel efficiency,Clean vehicle transportation,      NA,NA,2015,2020,0.316666667,0.95,1000000,700000,700000,0.01770509,Fuel switching and f...,0,0.005606612,0.016819836
218967,Yes,No,2.3,MtCO2e/yr,1,7,"S1.6 IEPR building efficiency (includes AB1109, AB1470), 5-8% normalized reduction in NG and -1-+3% change in electricity in 2020",Energy efficiency measures,Buildings,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),Unclear,Regional Government,California,USA,1,Yes,State policies listed in Table B1,State policies listed in Table B1,No,sg_1,California,United States of America,Region,USA,39536653,North America,Energy efficiency measures,Building construction and improvement,      NA,NA,2015,2020,0.316666667,0.95,1000000,2300000,2300000,0.058173867,Energy efficiency me...,0,0.018421725,0.055265174
218967,Yes,No,1.5,MtCO2e/yr,1,7,"S1.7 Title 24 new buildings and retrofits, 10% better efficiency for new construction and retrofits, 0.3%/year retrofit rate",Retrofitting,Buildings,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),Unclear,Regional Government,California,USA,1,Yes,State policies listed in Table B1,State policies listed in Table B1,No,sg_1,California,United States of America,Region,USA,39536653,North America,Retrofitting,Building construction and improvement,      NA,NA,2015,2020,0.316666667,0.95,1000000,1500000,1500000,0.037939479,Retrofitting,0,0.012014168,0.036042505
218967,Yes,No,3.2,MtCO2e/yr,1,7,"S2.6 Additional IEPR effiency, 1-7% in energy use electricity and 1-4% in natural gas by 2025",Energy efficiency measures,Buildings,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),Unclear,Regional Government,California,USA,1,No,NA,NA,No,sg_1,California,United States of America,Region,USA,39536653,North America,Energy efficiency measures,Building construction and improvement,      NA,NA,2015,2020,0.316666667,0.95,1000000,3200000,3200000,0.080937554,Energy efficiency me...,0,0.025630226,0.076890677
218967,Yes,No,0,MtCO2e/yr,1,7,"S2.8 Strategic plan zero net energy buildings, 100% new residentual by 2020, 100% new commercial and 50% retrofit commercial by 2030","Green building, passive solar building design, net zero emission building, carbon neutral building",Buildings,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),Unclear,Regional Government,California,USA,1,No,NA,NA,No,sg_1,California,United States of America,Region,USA,39536653,North America,"Green building, passive solar building design, net zero emission building, carbon neutral building",Building construction and improvement,      NA,NA,2015,2020,0.316666667,0.95,1000000,0,0,0,"Green building, pass...",0,0,0
218967,Yes,No,0.5,MtCO2e/yr,1,7,"S3.9 Building electrification, phase out natural gas by 2050, replace with electric heat pumps",Transition to low emissions fuels,Buildings,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),Unclear,Regional Government,California,USA,1,No,NA,NA,No,sg_1,California,United States of America,Region,USA,39536653,North America,Fuel switching and fuel efficiency,Building energy and heat systems,      NA,NA,2015,2020,0.316666667,0.95,1000000,500000,500000,0.012646493,Fuel switching and f...,0,0.004004723,0.012014168
218967,Yes,No,0.4,MtCO2e/yr,1,7,"S3.10 Commercial building retrofits, 3&/year comercial retrofits by 2020, 50% residential zero net energy retrofits by 2030",Retrofitting,Buildings,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),Unclear,Regional Government,California,USA,1,No,NA,NA,No,sg_1,California,United States of America,Region,USA,39536653,North America,Retrofitting,Building construction and improvement,      NA,NA,2015,2020,0.316666667,0.95,1000000,400000,400000,0.010117194,Retrofitting,0,0.003203778,0.009611335
218967,Yes,No,1,MtCO2e/yr,1,7,S1.10 Once-through cooling phase-out (eliminates 15.6 GW of capacity by 2030),Low-carbon energy generation,Electricity and heat,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),Unclear,Regional Government,California,USA,1,Yes,State policies listed in Table B1,State policies listed in Table B1,No,sg_1,California,United States of America,Region,USA,39536653,North America,Low-carbon energy generation,Clean energy generation,      NA,NA,2015,2020,0.316666667,0.95,1000000,1000000,1000000,0.025292986,Low-carbon energy ge...,0,0.008009445,0.024028336
218967,Yes,No,1.1,MtCO2e/yr,1,7,"S2.9 Increase CHP, addition 20TWh/year by 2020 and 6.5 GW capacity by 2030","Cogeneration, combined heat and power, tri-generation, combined heat, cooling, and power",Electricity and heat,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),Unclear,Regional Government,California,USA,1,No,NA,NA,No,sg_1,California,United States of America,Region,USA,39536653,North America,"Cogeneration, combined heat and power, tri-generation, combined heat, cooling, and power",Energy system operations,      NA,NA,2015,2020,0.316666667,0.95,1000000,1100000,1100000,0.027822284,"Cogeneration, combin...",0,0.00881039,0.02643117
218967,Yes,No,5.4,MtCO2e/yr,1,7,"S2.10 Governor's target for distributed generation, 12 GW distributed solar PV by 2020",Solar PV energy,Electricity and heat,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),Unclear,Regional Government,California,USA,1,No,NA,NA,No,sg_1,California,United States of America,Region,USA,39536653,North America,Solar PV energy,Clean energy generation,      NA,NA,2015,2020,0.316666667,0.95,1000000,5400000,5400000,0.136582123,Solar PV energy,0,0.043251006,0.129753017
218967,Yes,No,0,MtCO2e/yr,1,7,"S2.12 Diablo canon nuclear re-license, replacement, maintain 2.2 GW capacity through 2045",Low-carbon energy generation,Electricity and heat,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),Unclear,Regional Government,California,USA,1,No,NA,NA,No,sg_1,California,United States of America,Region,USA,39536653,North America,Low-carbon energy generation,Clean energy generation,      NA,NA,2015,2020,0.316666667,0.95,1000000,0,0,0,Low-carbon energy ge...,0,0,0
218967,Yes,No,8.1,MtCO2e/yr,1,7,"S3.13 SONGS nuclear relicense, replacement",Low-carbon energy generation,Electricity and heat,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),Unclear,Regional Government,California,USA,1,No,NA,NA,No,sg_1,California,United States of America,Region,USA,39536653,North America,Low-carbon energy generation,Clean energy generation,      NA,NA,2015,2020,0.316666667,0.95,1000000,8100000,8100000,0.204873184,Low-carbon energy ge...,0,0.064876508,0.194629525
218967,Yes,No,0.8,MtCO2e/yr,1,7,"S2.13 Build CCS power, 300 MW by 2020",Low-carbon energy generation,Electricity and heat,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),Unclear,Regional Government,California,USA,1,No,NA,NA,No,sg_1,California,United States of America,Region,USA,39536653,North America,Low-carbon energy generation,Clean energy generation,      NA,NA,2015,2020,0.316666667,0.95,1000000,800000,800000,0.020234389,Low-carbon energy ge...,0,0.006407556,0.019222669
218967,Yes,No,0,MtCO2e/yr,1,7,"S3.14 Build CCS power, 2.5 GW by 2050",Low-carbon energy generation,Electricity and heat,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),Unclear,Regional Government,California,USA,1,No,NA,NA,No,sg_1,California,United States of America,Region,USA,39536653,North America,Low-carbon energy generation,Clean energy generation,      NA,NA,2015,2020,0.316666667,0.95,1000000,0,0,0,Low-carbon energy ge...,0,0,0
218967,Yes,No,3.3,MtCO2e/yr,1,7,S3.11 RPS 51% target,Other renewable energy,Electricity and heat,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),Unclear,Regional Government,California,USA,1,No,NA,NA,No,sg_1,California,United States of America,Region,USA,39536653,North America,Other renewable energy,Clean energy generation,      NA,NA,2015,2020,0.316666667,0.95,1000000,3300000,3300000,0.083466853,Other renewable energy,0,0.02643117,0.07929351
218967,Yes,No,0.2,MtCO2e/yr,1,8,"S2.11 Electricity storage target, 1.3 GW by 2020","Energy storage, batteries",Electricity and heat,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),Unclear,Regional Government,California,USA,1,No,NA,NA,No,sg_1,California,United States of America,Region,USA,39536653,North America,"Energy storage, batteries",Energy system operations,      NA,NA,2015,2020,0.316666667,0.95,1000000,200000,200000,0.005058597,"Energy storage, batt...",0,0.001601889,0.004805667
218967,Yes,No,0.3,MtCO2e/yr,1,8,S3.15 Electricity storage 5x target,"Energy storage, batteries",Electricity and heat,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),Unclear,Regional Government,California,USA,1,No,NA,NA,No,sg_1,California,United States of America,Region,USA,39536653,North America,"Energy storage, batteries",Energy system operations,      NA,NA,2015,2020,0.316666667,0.95,1000000,300000,300000,0.007587896,"Energy storage, batt...",0,0.002402834,0.007208501
218967,NA,No,3.2,MtCO2e/yr,1,8,"S1.11 20x20 water conservation, reduce residential and commercial water use 20% per capita in 2020","Demand side energy management, optimization, peak shifting/ shaving",Waste,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),Unclear,Regional Government,California,USA,1,Yes,State policies listed in Table B1,State policies listed in Table B1,No,sg_1,California,United States of America,Region,USA,39536653,North America,Water and wastewater system efficiencies,Waste and water treatment practices,      NA,NA,2015,2020,0.316666667,0.95,1000000,3200000,3200000,0.080937554,Water and wastewater...,0,0.025630226,0.076890677
218967,NA,No,4,MtCO2e/yr,1,8,"S2.14 Additional water conservation, 4 MtCO2e/yr reduction, equivalent to 26% savings in residential and commercial sectors","Demand side energy management, optimization, peak shifting/ shaving",Waste,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),Unclear,Regional Government,California,USA,1,No,NA,NA,No,sg_1,California,United States of America,Region,USA,39536653,North America,Water and wastewater system efficiencies,Waste and water treatment practices,      NA,NA,2015,2020,0.316666667,0.95,1000000,4000000,4000000,0.101171943,Water and wastewater...,0,0.032037782,0.096113346
218967,Yes,No,1.5,MtCO2e/yr,1,8,"S1.12 Landfill methane capture, reduce GHG emissions 1.5MtCO2e/year in 2020, equal to 10% reduction in gross emissions","Waste to energy, energy from waste",Waste,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),Unclear,Regional Government,California,USA,1,Yes,State policies listed in Table B1,State policies listed in Table B1,No,sg_1,California,United States of America,Region,USA,39536653,North America,"Waste to energy, energy from waste",Waste and water treatment practices,      NA,NA,2015,2020,0.316666667,0.95,1000000,1500000,1500000,0.037939479,"Waste to energy, ene...",0,0.012014168,0.036042505
218967,Yes,No,2.5,MtCO2e/yr,1,8,"S2.15 Waste diversion, divert 75% of waste from landfills by 2020",Waste segregation,Waste,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),Unclear,Regional Government,California,USA,1,No,NA,NA,No,sg_1,California,United States of America,Region,USA,39536653,North America,Waste system management,Waste and water treatment practices,      NA,NA,2015,2020,0.316666667,0.95,1000000,2500000,2500000,0.063232464,Waste system management,0,0.020023614,0.060070841
218967,Yes,No,5,MtCO2e/yr,1,8,"S1.13 Sustainable forests, sequestration of 5MtCO2e/yr in forests in 2020",Agricultural land management,Agriculture and forestry,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),Unclear,Regional Government,California,USA,1,Yes,State policies listed in Table B1,State policies listed in Table B1,No,sg_1,California,United States of America,Region,USA,39536653,North America,Agricultural land management,Agriculture and farm practices,      NA,NA,2015,2020,0.316666667,0.95,1000000,5000000,5000000,0.126464929,Agricultural land ma...,0,0.040047227,0.120141682
218967,Yes,No,0,MtCO2e/yr,1,8,S3.17 Re-convert pasture to forest,"Afforestation, greening",Agriculture and forestry,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),Unclear,Regional Government,California,USA,1,No,NA,NA,No,sg_1,California,United States of America,Region,USA,39536653,North America,"Afforestation, greening",Land use and development,      NA,NA,2015,2020,0.316666667,0.95,1000000,0,0,0,"Afforestation, greening",0,0,0
218998,Yes,No,39308,ton CO2e,3,6,"70% fertilization rate, flooding irrigation, no straw returning, normal plowing",Agricultural land management,Agriculture and forestry,NA,NA,NA,Potential/Ex Ante,Process-based biogeochemical modeling,Denitrification-Decomposition (DNDC) Model,Direct field emissions,Regional Government,Shanghai,China,1,No,NA,NA,No,sg_1,Shanghai,China,City,CHN,23741000,East Asia and the Pacific,Agricultural land management,Agriculture and farm practices,      NA,NA,2020,2013,0.666666667,1,1,39308,13102.67,0.0005519,Agricultural land ma...,0,0.000367934,0.0005519
218998,Yes,No,59306,ton CO2e,3,6,"50% fertilization rate, flooding irrigation, no straw returning, normal plowing",Agricultural land management,Agriculture and forestry,NA,NA,NA,Potential/Ex Ante,Process-based biogeochemical modeling,Denitrification-Decomposition (DNDC) Model,Direct field emissions,Regional Government,Shanghai,China,1,No,NA,NA,No,sg_1,Shanghai,China,City,CHN,23741000,East Asia and the Pacific,Agricultural land management,Agriculture and farm practices,      NA,NA,2020,2013,0.666666667,1,1,59306,19768.67,0.00083268,Agricultural land ma...,0,0.00055512,0.00083268
218998,Yes,No,271026,ton CO2e,3,6,"100% fertilization rate, moistening irrigation, no straw returning, normal plowing",Agricultural land management,Agriculture and forestry,NA,NA,NA,Potential/Ex Ante,Process-based biogeochemical modeling,Denitrification-Decomposition (DNDC) Model,Direct field emissions,Regional Government,Shanghai,China,1,No,NA,NA,No,sg_1,Shanghai,China,City,CHN,23741000,East Asia and the Pacific,Agricultural land management,Agriculture and farm practices,      NA,NA,2020,2013,0.666666667,1,1,271026,90342,0.003805316,Agricultural land ma...,0,0.002536877,0.003805316
218998,Yes,No,309741,ton CO2e,3,6,"70% fertilization rate, moistening irrigation, no straw returning, normal plowing",Agricultural land management,Agriculture and forestry,NA,NA,NA,Potential/Ex Ante,Process-based biogeochemical modeling,Denitrification-Decomposition (DNDC) Model,Direct field emissions,Regional Government,Shanghai,China,1,No,NA,NA,No,sg_1,Shanghai,China,City,CHN,23741000,East Asia and the Pacific,Agricultural land management,Agriculture and farm practices,      NA,NA,2020,2013,0.666666667,1,1,309741,103247,0.00434889,Agricultural land ma...,0,0.00289926,0.00434889
218998,Yes,No,335789,ton CO2e,3,6,"50% fertilization rate, moistening irrigation, no straw returning, normal plowing",Agricultural land management,Agriculture and forestry,NA,NA,NA,Potential/Ex Ante,Process-based biogeochemical modeling,Denitrification-Decomposition (DNDC) Model,Direct field emissions,Regional Government,Shanghai,China,1,No,NA,NA,No,sg_1,Shanghai,China,City,CHN,23741000,East Asia and the Pacific,Agricultural land management,Agriculture and farm practices,      NA,NA,2020,2013,0.666666667,1,1,335789,111929.67,0.004714615,Agricultural land ma...,0,0.003143076,0.004714615
218998,Yes,No,223641,ton CO2e,3,6,"70% fertilization rate, moistening irrigation, 50% straw returning, normal plowing",Agricultural land management,Agriculture and forestry,NA,NA,NA,Potential/Ex Ante,Process-based biogeochemical modeling,Denitrification-Decomposition (DNDC) Model,Direct field emissions,Regional Government,Shanghai,China,1,No,NA,NA,No,sg_1,Shanghai,China,City,CHN,23741000,East Asia and the Pacific,Agricultural land management,Agriculture and farm practices,      NA,NA,2020,2013,0.666666667,1,1,223641,74547,0.003140011,Agricultural land ma...,0,0.002093341,0.003140011
218998,Yes,No,180274,ton CO2e,3,6,"70% fertilization rate, moistening irrigation, 100% straw returning, normal plowing",Agricultural land management,Agriculture and forestry,NA,NA,NA,Potential/Ex Ante,Process-based biogeochemical modeling,Denitrification-Decomposition (DNDC) Model,Direct field emissions,Regional Government,Shanghai,China,1,No,NA,NA,No,sg_1,Shanghai,China,City,CHN,23741000,East Asia and the Pacific,Agricultural land management,Agriculture and farm practices,      NA,NA,2020,2013,0.666666667,1,1,180274,60091.33,0.002531121,Agricultural land ma...,0,0.001687414,0.002531121
218998,Yes,No,266298,ton CO2e,3,6,"50% fertilization rate, moistening irrigation, 50% straw returning, normal plowing",Agricultural land management,Agriculture and forestry,NA,NA,NA,Potential/Ex Ante,Process-based biogeochemical modeling,Denitrification-Decomposition (DNDC) Model,Direct field emissions,Regional Government,Shanghai,China,1,No,NA,NA,No,sg_1,Shanghai,China,City,CHN,23741000,East Asia and the Pacific,Agricultural land management,Agriculture and farm practices,      NA,NA,2020,2013,0.666666667,1,1,266298,88766,0.003738933,Agricultural land ma...,0,0.002492622,0.003738933
218998,Yes,No,240394,ton CO2e,3,6,"50% fertilization rate, moistening irrigation, 100% straw returning, normal plowing",Agricultural land management,Agriculture and forestry,NA,NA,NA,Potential/Ex Ante,Process-based biogeochemical modeling,Denitrification-Decomposition (DNDC) Model,Direct field emissions,Regional Government,Shanghai,China,1,No,NA,NA,No,sg_1,Shanghai,China,City,CHN,23741000,East Asia and the Pacific,Agricultural land management,Agriculture and farm practices,      NA,NA,2020,2013,0.666666667,1,1,240394,80131.33,0.00337523,Agricultural land ma...,0,0.002250153,0.00337523
218998,Yes,No,146057,ton CO2e,3,6,"70% fertilization rate, moistening irrigation, 50% straw returning, deep plowing",Agricultural land management,Agriculture and forestry,NA,NA,NA,Potential/Ex Ante,Process-based biogeochemical modeling,Denitrification-Decomposition (DNDC) Model,Direct field emissions,Regional Government,Shanghai,China,1,No,NA,NA,No,sg_1,Shanghai,China,City,CHN,23741000,East Asia and the Pacific,Agricultural land management,Agriculture and farm practices,      NA,NA,2020,2013,0.666666667,1,1,146057,48685.67,0.0020507,Agricultural land ma...,0,0.001367133,0.0020507
220281,Yes,No,0.14,MtCO2e,10,10,"REDD+ scenaro, priority on reducing emissions from deforestation and forest degradation, participatory decision making, low GDP growth, monetary reward for preventing deforestation",Agricultural land management,Agriculture and forestry,Land,47940.75,hectares,Potential/Ex Ante,Emissions accounting,NA,"Instataneous burning, decay of product, regrowth of vegetation",Regional Government,Central Kalimantan,Indonesia,3,No,NA,NA,Yes,sg_1,Central Kalimantan,Indonesia,Region,IDN,649803,East Asia and the Pacific,Agricultural land management,Agriculture and farm practices,      NA,NA,2014,2025,0.296666667,0.89,1000000,140000,14000,0.021544991,Agricultural land ma...,0,0.006391681,0.019175042
224780,Yes,No,59100,tonne CO2/year,1,NA,Green Roof A: Semi-intensive green roof for pre-1980s multi-family residential buildings,"Cool roof/facade, roof garden, green roof",Buildings,NA,NA,NA,Potential/Ex Ante,Emissions accounting,NA,"Carbon sequestered, building energy use, wastewater treatment plant energy use",City or Municipal Government,"New York City, NY",USA,5,No,NA,NA,No,sg_1,"New York City, NY",United States of America,City,USA,8537673,North America,"Cool roof/facade, roof garden, green roof",Building construction and improvement,      NA,NA,2018,NA,0.316666667,0.95,1,59100,59100,0.006922261,"Cool roof/facade, ro...",0,0.002192049,0.006576148
224780,Yes,No,42600,tonne CO2/year,1,NA,Green Roof B: Extensive green roof for pre-1980's multi-family residential buildings,"Cool roof/facade, roof garden, green roof",Buildings,NA,NA,NA,Potential/Ex Ante,Emissions accounting,NA,"Carbon sequestered, building energy use, wastewater treatment plant energy use",City or Municipal Government,"New York City, NY",USA,5,No,NA,NA,No,sg_1,"New York City, NY",United States of America,City,USA,8537673,North America,"Cool roof/facade, roof garden, green roof",Building construction and improvement,      NA,NA,2018,NA,0.316666667,0.95,1,42600,42600,0.00498965,"Cool roof/facade, ro...",0,0.001580056,0.004740167
