unique_id,subnational_wide,per_unit_impacts,emissions_reduction_impact,units,impact_time_frame,impact_time_period,any_error_metrics,impact_page,intervention,mitigation_strategy_cat,sector,study_subject_general,study_subject_detail,study_subject_type,study_subject_value,study_subject_units,impact_type,methodology,model,emissions_factors,emissions_factors_page,survey,survey_respondents,impact_components,subnational_context,subnational_name,subnational_country,subnational_page,gov_action_or_policy,policy_note,policy_page,units_available,synthesis_group,name,country,entity_type,iso,lat,lng,population,population_year,region,mitigation_stratcat_t2,mitigation_stratcat_t1
202903,No,Yes,1.69,kgCO2eq/kg of live weight,Unclear,Unclear,No,5,"40% native pasture, 60% fertilized native pasture",Agricultural land management,Agriculture and forestry,Livestock pasture land,"454 kg final weight, 961 grazing days",Live Weight,454,kg final weight,Potential/Ex Ante,Life cycle assessment,SimaPro 8.3,Yes,3,No,NA,"Enteric fermentation, excrement, fertilizers",Regional Government,Rio Grande do Sul,Brazil,1,No,NA,NA,Yes,sg_3,Rio Grande do Sul,Brazil,Region,BRA,-30,-53,11422973,2020,Latin America and Caribbean,Agricultural land management,Agriculture and farm practices
202903,No,Yes,2.25,kgCO2eq/kg of live weight,Unclear,Unclear,No,5,"20% native pasture, 80% fertilized native pasture",Agricultural land management,Agriculture and forestry,Livestock pasture land,"452 kg final weight, 860 grazing days",Live Weight,452,kg final weight,Potential/Ex Ante,Life cycle assessment,SimaPro 8.3,Yes,3,No,NA,"Enteric fermentation, excrement, fertilizers",Regional Government,Rio Grande do Sul,Brazil,1,No,NA,NA,Yes,sg_3,Rio Grande do Sul,Brazil,Region,BRA,-30,-53,11422973,2020,Latin America and Caribbean,Agricultural land management,Agriculture and farm practices
202903,No,Yes,0.66,kgCO2eq/kg of live weight,Unclear,Unclear,No,5,"80% native pasture, 20% improved native pasture",Agricultural land management,Agriculture and forestry,Livestock pasture land,"456 kg final weight, 1145 grazing days",Live Weight,456,kg final weight,Potential/Ex Ante,Life cycle assessment,SimaPro 8.3,Yes,3,No,NA,"Enteric fermentation, excrement, fertilizers",Regional Government,Rio Grande do Sul,Brazil,1,No,NA,NA,Yes,sg_3,Rio Grande do Sul,Brazil,Region,BRA,-30,-53,11422973,2020,Latin America and Caribbean,Agricultural land management,Agriculture and farm practices
202903,No,Yes,1.31,kgCO2eq/kg of live weight,Unclear,Unclear,No,5,"60% native pasture, 40% improved native pasture",Agricultural land management,Agriculture and forestry,Livestock pasture land,"452 kg final weight, 1026 grazing days",Live Weight,452,kg final weight,Potential/Ex Ante,Life cycle assessment,SimaPro 8.3,Yes,3,No,NA,"Enteric fermentation, excrement, fertilizers",Regional Government,Rio Grande do Sul,Brazil,1,No,NA,NA,Yes,sg_3,Rio Grande do Sul,Brazil,Region,BRA,-30,-53,11422973,2020,Latin America and Caribbean,Agricultural land management,Agriculture and farm practices
202903,No,Yes,1.97,kgCO2eq/kg of live weight,Unclear,Unclear,No,5,"40% native pasture, 60% improved native pasture",Agricultural land management,Agriculture and forestry,Livestock pasture land,"448 kg final weight, 906 grazing days",Live Weight,448,kg final weight,Potential/Ex Ante,Life cycle assessment,SimaPro 8.3,Yes,3,No,NA,"Enteric fermentation, excrement, fertilizers",Regional Government,Rio Grande do Sul,Brazil,1,No,NA,NA,Yes,sg_3,Rio Grande do Sul,Brazil,Region,BRA,-30,-53,11422973,2020,Latin America and Caribbean,Agricultural land management,Agriculture and farm practices
202903,No,Yes,2.62,kgCO2eq/kg of live weight,Unclear,Unclear,No,5,"20% native pasture, 80% improved native pasture",Agricultural land management,Agriculture and forestry,Livestock pasture land,"444 kg final weight, 787 grazing days",Live Weight,444,kg final weight,Potential/Ex Ante,Life cycle assessment,SimaPro 8.3,Yes,3,No,NA,"Enteric fermentation, excrement, fertilizers",Regional Government,Rio Grande do Sul,Brazil,1,No,NA,NA,Yes,sg_3,Rio Grande do Sul,Brazil,Region,BRA,-30,-53,11422973,2020,Latin America and Caribbean,Agricultural land management,Agriculture and farm practices
206292,Yes,No,26.9,million tonnes CO2e,1,2020,No,4,"Low carbon fuel policy, assuming optimistic technology adoption rates where lifecycle GHG emissions from transportation fuel use are reduced by 10% in 2020",Transition to low emissions fuels,Transport,Transportation sector,California transportation fuel use,NA,NA,NA,Potential/Ex Ante,Emissions accounting,NA,No,NA,No,NA,Fuel carbon intensity (assumes fuel use is the same),Regional Government,California,USA,4,Yes,"CA began process of adopting LCFS program in 2008, with most regulations finalized in 2009 and program taking effect in January 2010",3,No,sg_1,California,United States of America,Region,USA,35.45861111,-119.3552778,39536653,2021,North America,Fuel switching and fuel efficiency,Clean vehicle transportation
211539,No,Yes,1.8,kgCO2/day/vehicle,0.002739726,2014-2015,No,5,"Municipal Recognition Scheme (MRS), low or zero emissions vehicles equipped with Onboard Unit data tracker",Transition to low emissions fuels,Transport,Some commercial vehicles,"20 commercial vehicles, travelling average 105 km/day",Vehicles,20,vehicles,Achieved/Ex Post,Experiment (pilot),NA,No,NA,No,NA,"Fuel consumption, travel distance, travel speed",City or Municipal Government,Turin,Italy,1,Yes,"A dedicated Task Force (TF) was created including 20 different bodies/organisations representing all stakeholders, including Municipality of Turin... the development of a Municipal Recognition Scheme was the main driver of the innovative governance model... adopted by Turin",3,Yes,sg_3,Turin,Italy,City,ITA,45.07917,7.676111,910504,2018,Europe,Fuel switching and fuel efficiency,Clean vehicle transportation
212293,No,No,2000,metric tons CO2eq/year,1,2011-2013,No,12,"Improved efficiency of aeration system (Note: ""approximate"" impact)",Water management system efficiencies,Waste,Wastewater treatment plant,"Wastewater treatment plant, 87 Ml/d (23 mgd)",Water,87,Ml/d,Achieved/Ex Post,"Emissions accounting, unclear",NA,No,NA,No,NA,Electricity consumption,City or Municipal Government,"Fort Collins, CO",USA,1,No,NA,NA,Yes,sg_2,"Fort Collins, CO",United States of America,City,USA,40.559167,-105.078056,167492,2017,North America,Water and wastewater system efficiencies,Waste and water treatment practices
218967,Yes,No,21.6,MtCO2e/yr,1,2020,No,7,"S1.1 LDV efficiency/GHG standards, fleet efficiency to 40MPG by 2040",Transition to low emissions fuels,Transport,Transportation sector,Transportation sector,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),No,NA,NA,NA,Unclear,Regional Government,California,USA,1,Yes,State policies listed in Table B1,State policies listed in Table B1,No,sg_1,California,United States of America,Region,USA,35.45861111,-119.3552778,39536653,2021,North America,Fuel switching and fuel efficiency,Clean vehicle transportation
218967,Yes,No,16.6,MtCO2e/yr,1,2020,No,7,S1.8 RPS 33% target,Other renewable energy,Electricity and heat,Electricity sector,Electricity sector,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),No,NA,NA,NA,Unclear,Regional Government,California,USA,1,Yes,State policies listed in Table B1,State policies listed in Table B1,No,sg_1,California,United States of America,Region,USA,35.45861111,-119.3552778,39536653,2021,North America,Other renewable energy,Clean energy generation
218967,Yes,No,8.4,MtCO2e/yr,1,2020,No,7,S1.9 Imported coal phase-out,Low-carbon energy generation,Electricity and heat,Electricity sector,3.9 GW contract terminations by 2030,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),No,NA,NA,NA,Unclear,Regional Government,California,USA,1,Yes,State policies listed in Table B1,State policies listed in Table B1,No,sg_1,California,United States of America,Region,USA,35.45861111,-119.3552778,39536653,2021,North America,Low-carbon energy generation,Clean energy generation
218967,Yes,No,3.6,MtCO2e/yr,1,2020,No,7,S2.7 Strategic Plan efficient buildings,Retrofitting,Buildings,Some buildings,3% of building stock retrofitted starting in 2020,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),No,NA,NA,NA,Unclear,Regional Government,California,USA,1,No,NA,NA,No,sg_1,California,United States of America,Region,USA,35.45861111,-119.3552778,39536653,2021,North America,Retrofitting,Building construction and improvement
218967,Yes,No,1.7,MtCO2e/yr,1,2020,No,7,"S1.2 LDV ZEV deployment, 6% of fleet by 2025","Electric Mobility (EV, HEV)",Transport,Transportation sector,Transportation sector,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),No,NA,NA,NA,Unclear,Regional Government,California,USA,1,Yes,State policies listed in Table B1,State policies listed in Table B1,No,sg_1,California,United States of America,Region,USA,35.45861111,-119.3552778,39536653,2021,North America,"Electric Mobility (EV, HEV)",Clean vehicle transportation
218967,Yes,No,0,MtCO2e/yr,1,2020,No,7,"S3.3 Accelerated LDV/ZEV deployment, 25% of fleet by 2035","Electric Mobility (EV, HEV)",Transport,Transportation sector,Transportation sector,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),No,NA,NA,NA,Unclear,Regional Government,California,USA,1,No,NA,NA,No,sg_1,California,United States of America,Region,USA,35.45861111,-119.3552778,39536653,2021,North America,"Electric Mobility (EV, HEV)",Clean vehicle transportation
218967,Yes,No,9.3,MtCO2e/yr,1,2020,No,7,"S1.3 LDV VMT reductions, 7.6% below S0 in 2020",Travel demand management,Transport,Transportation sector,Transportation sector,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),No,NA,NA,NA,Unclear,Regional Government,California,USA,1,Yes,State policies listed in Table B1,State policies listed in Table B1,No,sg_1,California,United States of America,Region,USA,35.45861111,-119.3552778,39536653,2021,North America,Travel demand management,Transportation system management
218967,Yes,No,3.5,MtCO2e/yr,1,2020,No,7,"S2.2 Scoping Plan HDV VMT reductions, reduce VMT 9.5% relative to baseline, reduction of 3.5 MtCO2e/yr in 2020",Travel demand management,Transport,Transportation sector,Transportation sector,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),No,NA,NA,NA,Unclear,Regional Government,California,USA,1,No,NA,NA,No,sg_1,California,United States of America,Region,USA,35.45861111,-119.3552778,39536653,2021,North America,Travel demand management,Transportation system management
218967,Yes,No,15.9,MtCO2e/yr,1,2020,No,7,S3.4 USPIRG LDV VMT reductions,Travel demand management,Transport,Transportation sector,Transportation sector,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),No,NA,NA,NA,Unclear,Regional Government,California,USA,1,No,NA,NA,No,sg_1,California,United States of America,Region,USA,35.45861111,-119.3552778,39536653,2021,North America,Travel demand management,Transportation system management
218967,Yes,No,8.1,MtCO2e/yr,1,2020,No,7,"S1.4 HDV efficiency standards, HHD diesel ~7mpg, MHD gasoline ~11mpg, MHD diesel ~14mpg by 2020",Transition to low emissions fuels,Transport,Transportation sector,Transportation sector,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),No,NA,NA,NA,Unclear,Regional Government,California,USA,1,Yes,State policies listed in Table B1,State policies listed in Table B1,No,sg_1,California,United States of America,Region,USA,35.45861111,-119.3552778,39536653,2021,North America,Fuel switching and fuel efficiency,Clean vehicle transportation
218967,Yes,No,0.4,MtCO2e/yr,1,2020,No,7,"S2.1 Scoping Plan HDV efficiency, increasing efficiency 1.3%for all vehicle types by 2020, reduction of 0.5MtCO2e/year in 2020",Transition to low emissions fuels,Transport,Transportation sector,Transportation sector,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),No,NA,NA,NA,Unclear,Regional Government,California,USA,1,No,NA,NA,No,sg_1,California,United States of America,Region,USA,35.45861111,-119.3552778,39536653,2021,North America,Fuel switching and fuel efficiency,Clean vehicle transportation
218967,Yes,No,0,MtCO2e/yr,1,2020,No,7,"S3.1 National Academies LDV efficiency, 54 MPG by 2050",Transition to low emissions fuels,Transport,Transportation sector,Transportation sector,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),No,NA,NA,NA,Unclear,Regional Government,California,USA,1,No,NA,NA,No,sg_1,California,United States of America,Region,USA,35.45861111,-119.3552778,39536653,2021,North America,Fuel switching and fuel efficiency,Clean vehicle transportation
218967,Yes,No,2.8,MtCO2e/yr,1,2020,No,7,"S3.5 NPC LDV efficiency, Heavy heavy-duty diesel 9 mpg by 2020",Transition to low emissions fuels,Transport,Transportation sector,Transportation sector,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),No,NA,NA,NA,Unclear,Regional Government,California,USA,1,No,NA,NA,No,sg_1,California,United States of America,Region,USA,35.45861111,-119.3552778,39536653,2021,North America,Fuel switching and fuel efficiency,Clean vehicle transportation
218967,Yes,No,0,MtCO2e/yr,1,2020,No,7,"S3.2 LDV/HDV automation, LDV: 5% savings in 2030, 25% in 2050, HDV: 2% savings in 2030+",Intelligent transportation system,Transport,Transportation sector,Transportation sector,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),No,NA,NA,NA,Unclear,Regional Government,California,USA,1,No,NA,NA,No,sg_1,California,United States of America,Region,USA,35.45861111,-119.3552778,39536653,2021,North America,Intelligent transportation system,Transportation system management
218967,Yes,No,0.9,MtCO2e/yr,1,2020,No,7,"S3.6 Natural gas HDVs, 5% by 2020, H HD 45% and M HD 29% by 2050",Transition to low emissions fuels,Transport,Transportation sector,Transportation sector,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),No,NA,NA,NA,Unclear,Regional Government,California,USA,1,No,NA,NA,No,sg_1,California,United States of America,Region,USA,35.45861111,-119.3552778,39536653,2021,North America,Fuel switching and fuel efficiency,Clean vehicle transportation
218967,Yes,No,0,MtCO2e/yr,1,2020,No,7,"S2.3 High-speed rail deployment, growing to ridership of 27 M/yr by 2030",Public transport,Transport,Transportation sector,Transportation sector,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),No,NA,NA,NA,Unclear,Regional Government,California,USA,1,No,NA,NA,No,sg_1,California,United States of America,Region,USA,35.45861111,-119.3552778,39536653,2021,North America,Public transport,Alternative transportation modes
218967,Yes,No,0,MtCO2e/yr,1,2020,No,7,"S3.7 Doubled high-speed rail deployment, Grow ridership to 54 M/yr by 2030",Public transport,Transport,Transportation sector,Transportation sector,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),No,NA,NA,NA,Unclear,Regional Government,California,USA,1,No,NA,NA,No,sg_1,California,United States of America,Region,USA,35.45861111,-119.3552778,39536653,2021,North America,Public transport,Alternative transportation modes
218967,Yes,No,10.6,MtCO2e/yr,1,2020,No,7,"S1.5 LCFS target, 10% reduction in GHG emissions by 2020 (22% biofuel gasoline, 5% biofuel diesel)",Transition to low emissions fuels,Transport,Transportation sector,Transportation sector,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),No,NA,NA,NA,Unclear,Regional Government,California,USA,1,Yes,State policies listed in Table B1,State policies listed in Table B1,No,sg_1,California,United States of America,Region,USA,35.45861111,-119.3552778,39536653,2021,North America,Fuel switching and fuel efficiency,Clean vehicle transportation
218967,Yes,No,5.8,MtCO2e/yr,1,2020,No,7,"S2.4 Petroleum fuel displacement, 20% by 2020",Transition to low emissions fuels,Transport,Transportation sector,Transportation sector,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),No,NA,NA,NA,Unclear,Regional Government,California,USA,1,No,NA,NA,No,sg_1,California,United States of America,Region,USA,35.45861111,-119.3552778,39536653,2021,North America,Fuel switching and fuel efficiency,Clean vehicle transportation
218967,Yes,No,1.6,MtCO2e/yr,1,2020,No,7,S2.5 In-state biofuels targets,Transition to low emissions fuels,Transport,Transportation sector,Transportation sector,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),No,NA,NA,NA,Unclear,Regional Government,California,USA,1,No,NA,NA,No,sg_1,California,United States of America,Region,USA,35.45861111,-119.3552778,39536653,2021,North America,Fuel switching and fuel efficiency,Clean vehicle transportation
218967,Yes,No,0.7,MtCO2e/yr,1,2020,No,7,"S3.8 Clean petroleum, renewable fuels, 6% biofuel in gasoline & diesel by 2030, 3% in natural gas by 2035, 1% in jet fuel by 2015",Transition to low emissions fuels,Transport,Transportation sector,Transportation sector,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),No,NA,NA,NA,Unclear,Regional Government,California,USA,1,No,NA,NA,No,sg_1,California,United States of America,Region,USA,35.45861111,-119.3552778,39536653,2021,North America,Fuel switching and fuel efficiency,Clean vehicle transportation
218967,Yes,No,2.3,MtCO2e/yr,1,2020,No,7,"S1.6 IEPR building efficiency (includes AB1109, AB1470), 5-8% normalized reduction in NG and -1-+3% change in electricity in 2020",Energy efficiency measures,Buildings,All buildings,All buildings,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),No,NA,NA,NA,Unclear,Regional Government,California,USA,1,Yes,State policies listed in Table B1,State policies listed in Table B1,No,sg_1,California,United States of America,Region,USA,35.45861111,-119.3552778,39536653,2021,North America,Energy efficiency measures,Building construction and improvement
218967,Yes,No,1.5,MtCO2e/yr,1,2020,No,7,"S1.7 Title 24 new buildings and retrofits, 10% better efficiency for new construction and retrofits, 0.3%/year retrofit rate",Retrofitting,Buildings,Some buildings,Some buildings,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),No,NA,NA,NA,Unclear,Regional Government,California,USA,1,Yes,State policies listed in Table B1,State policies listed in Table B1,No,sg_1,California,United States of America,Region,USA,35.45861111,-119.3552778,39536653,2021,North America,Retrofitting,Building construction and improvement
218967,Yes,No,3.2,MtCO2e/yr,1,2020,No,7,"S2.6 Additional IEPR effiency, 1-7% in energy use electricity and 1-4% in natural gas by 2025",Energy efficiency measures,Buildings,All buildings,All buildings,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),No,NA,NA,NA,Unclear,Regional Government,California,USA,1,No,NA,NA,No,sg_1,California,United States of America,Region,USA,35.45861111,-119.3552778,39536653,2021,North America,Energy efficiency measures,Building construction and improvement
218967,Yes,No,0,MtCO2e/yr,1,2020,No,7,"S2.8 Strategic plan zero net energy buildings, 100% new residentual by 2020, 100% new commercial and 50% retrofit commercial by 2030","Green building, passive solar building design, net zero emission building, carbon neutral building",Buildings,Some buildings,Some buildings,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),No,NA,NA,NA,Unclear,Regional Government,California,USA,1,No,NA,NA,No,sg_1,California,United States of America,Region,USA,35.45861111,-119.3552778,39536653,2021,North America,"Green building, passive solar building design, net zero emission building, carbon neutral building",Building construction and improvement
218967,Yes,No,0.5,MtCO2e/yr,1,2020,No,7,"S3.9 Building electrification, phase out natural gas by 2050, replace with electric heat pumps",Transition to low emissions fuels,Buildings,All buildings,All buildings,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),No,NA,NA,NA,Unclear,Regional Government,California,USA,1,No,NA,NA,No,sg_1,California,United States of America,Region,USA,35.45861111,-119.3552778,39536653,2021,North America,Fuel switching and fuel efficiency,Building energy and heat systems
218967,Yes,No,0.4,MtCO2e/yr,1,2020,No,7,"S3.10 Commercial building retrofits, 3&/year comercial retrofits by 2020, 50% residential zero net energy retrofits by 2030",Retrofitting,Buildings,Some buildings,Some buildings,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),No,NA,NA,NA,Unclear,Regional Government,California,USA,1,No,NA,NA,No,sg_1,California,United States of America,Region,USA,35.45861111,-119.3552778,39536653,2021,North America,Retrofitting,Building construction and improvement
218967,Yes,No,1,MtCO2e/yr,1,2020,No,7,S1.10 Once-through cooling phase-out (eliminates 15.6 GW of capacity by 2030),Low-carbon energy generation,Electricity and heat,Electricity sector,Electricity sector,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),No,NA,NA,NA,Unclear,Regional Government,California,USA,1,Yes,State policies listed in Table B1,State policies listed in Table B1,No,sg_1,California,United States of America,Region,USA,35.45861111,-119.3552778,39536653,2021,North America,Low-carbon energy generation,Clean energy generation
218967,Yes,No,1.1,MtCO2e/yr,1,2020,No,7,"S2.9 Increase CHP, addition 20TWh/year by 2020 and 6.5 GW capacity by 2030","Cogeneration, combined heat and power, tri-generation, combined heat, cooling, and power",Electricity and heat,Electricity sector,Electricity sector,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),No,NA,NA,NA,Unclear,Regional Government,California,USA,1,No,NA,NA,No,sg_1,California,United States of America,Region,USA,35.45861111,-119.3552778,39536653,2021,North America,"Cogeneration, combined heat and power, tri-generation, combined heat, cooling, and power",Energy system operations
218967,Yes,No,5.4,MtCO2e/yr,1,2020,No,7,"S2.10 Governor's target for distributed generation, 12 GW distributed solar PV by 2020",Solar PV energy,Electricity and heat,Electricity sector,Electricity sector,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),No,NA,NA,NA,Unclear,Regional Government,California,USA,1,No,NA,NA,No,sg_1,California,United States of America,Region,USA,35.45861111,-119.3552778,39536653,2021,North America,Solar PV energy,Clean energy generation
218967,Yes,No,0,MtCO2e/yr,1,2020,No,7,"S2.12 Diablo canon nuclear re-license, replacement, maintain 2.2 GW capacity through 2045",Low-carbon energy generation,Electricity and heat,Electricity sector,Electricity sector,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),No,NA,NA,NA,Unclear,Regional Government,California,USA,1,No,NA,NA,No,sg_1,California,United States of America,Region,USA,35.45861111,-119.3552778,39536653,2021,North America,Low-carbon energy generation,Clean energy generation
218967,Yes,No,8.1,MtCO2e/yr,1,2020,No,7,"S3.13 SONGS nuclear relicense, replacement",Low-carbon energy generation,Electricity and heat,Electricity sector,Electricity sector,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),No,NA,NA,NA,Unclear,Regional Government,California,USA,1,No,NA,NA,No,sg_1,California,United States of America,Region,USA,35.45861111,-119.3552778,39536653,2021,North America,Low-carbon energy generation,Clean energy generation
218967,Yes,No,0.8,MtCO2e/yr,1,2020,No,7,"S2.13 Build CCS power, 300 MW by 2020",Low-carbon energy generation,Electricity and heat,Electricity sector,Electricity sector,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),No,NA,NA,NA,Unclear,Regional Government,California,USA,1,No,NA,NA,No,sg_1,California,United States of America,Region,USA,35.45861111,-119.3552778,39536653,2021,North America,Low-carbon energy generation,Clean energy generation
218967,Yes,No,0,MtCO2e/yr,1,2020,No,7,"S3.14 Build CCS power, 2.5 GW by 2050",Low-carbon energy generation,Electricity and heat,Electricity sector,Electricity sector,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),No,NA,NA,NA,Unclear,Regional Government,California,USA,1,No,NA,NA,No,sg_1,California,United States of America,Region,USA,35.45861111,-119.3552778,39536653,2021,North America,Low-carbon energy generation,Clean energy generation
218967,Yes,No,3.3,MtCO2e/yr,1,2020,No,7,S3.11 RPS 51% target,Other renewable energy,Electricity and heat,Electricity sector,Electricity sector,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),No,NA,NA,NA,Unclear,Regional Government,California,USA,1,No,NA,NA,No,sg_1,California,United States of America,Region,USA,35.45861111,-119.3552778,39536653,2021,North America,Other renewable energy,Clean energy generation
218967,Yes,No,0.2,MtCO2e/yr,1,2020,No,8,"S2.11 Electricity storage target, 1.3 GW by 2020","Energy storage, batteries",Electricity and heat,Electricity sector,Electricity sector,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),No,NA,NA,NA,Unclear,Regional Government,California,USA,1,No,NA,NA,No,sg_1,California,United States of America,Region,USA,35.45861111,-119.3552778,39536653,2021,North America,"Energy storage, batteries",Energy system operations
218967,Yes,No,0.3,MtCO2e/yr,1,2020,No,8,S3.15 Electricity storage 5x target,"Energy storage, batteries",Electricity and heat,Electricity sector,Electricity sector,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),No,NA,NA,NA,Unclear,Regional Government,California,USA,1,No,NA,NA,No,sg_1,California,United States of America,Region,USA,35.45861111,-119.3552778,39536653,2021,North America,"Energy storage, batteries",Energy system operations
218967,NA,No,3.2,MtCO2e/yr,1,2020,No,8,"S1.11 20x20 water conservation, reduce residential and commercial water use 20% per capita in 2020","Demand side energy management, optimization, peak shifting/ shaving",Waste,NA,NA,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),No,NA,NA,NA,Unclear,Regional Government,California,USA,1,Yes,State policies listed in Table B1,State policies listed in Table B1,No,sg_1,California,United States of America,Region,USA,35.45861111,-119.3552778,39536653,2021,North America,Water and wastewater system efficiencies,Waste and water treatment practices
218967,NA,No,4,MtCO2e/yr,1,2020,No,8,"S2.14 Additional water conservation, 4 MtCO2e/yr reduction, equivalent to 26% savings in residential and commercial sectors","Demand side energy management, optimization, peak shifting/ shaving",Waste,NA,NA,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),No,NA,NA,NA,Unclear,Regional Government,California,USA,1,No,NA,NA,No,sg_1,California,United States of America,Region,USA,35.45861111,-119.3552778,39536653,2021,North America,Water and wastewater system efficiencies,Waste and water treatment practices
218967,Yes,No,1.5,MtCO2e/yr,1,2020,No,8,"S1.12 Landfill methane capture, reduce GHG emissions 1.5MtCO2e/year in 2020, equal to 10% reduction in gross emissions","Waste to energy, energy from waste",Waste,Waste sector,Waste sector,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),No,NA,NA,NA,Unclear,Regional Government,California,USA,1,Yes,State policies listed in Table B1,State policies listed in Table B1,No,sg_1,California,United States of America,Region,USA,35.45861111,-119.3552778,39536653,2021,North America,"Waste to energy, energy from waste",Waste and water treatment practices
218967,Yes,No,2.5,MtCO2e/yr,1,2020,No,8,"S2.15 Waste diversion, divert 75% of waste from landfills by 2020",Waste segregation,Waste,Waste sector,Waste sector,NA,NA,NA,Potential/Ex Ante,Emissions accounting,California LBNL GHG Analysis of Policies Spreadsheet (CAGAPS),No,NA,NA,NA,Unclear,Regional Government,California,USA,1,No,NA,NA,No,sg_1,California,United States of America,Region,USA,35.45861111,-119.3552778,39536653,2021,North America,Waste system management,Waste and water treatment practices
